"STATISTIC","Statistic","TLIST(A1)","Year","C02076V02508","Age","C02447V03042","School Programme","UNIT","VALUE"
"EDA42","Primary Pupils","2019","2019","007","7 years","114","2nd class","Number","21113"
"EDA42","Primary Pupils","2019","2019","007","7 years","115","3rd class","Number",""
"EDA42","Primary Pupils","2019","2019","007","7 years","116","4th class","Number",""
"EDA42","Primary Pupils","2019","2019","007","7 years","117","5th class","Number",""
"EDA42","Primary Pupils","2019","2019","007","7 years","118","6th class","Number",""
"EDA42","Primary Pupils","2019","2019","007","7 years","121","Pupils with special needs in mainstream national schools","Number","843"
"EDA42","Primary Pupils","2019","2019","007","7 years","122","Pupils in special national schools","Number","424"
"EDA42","Primary Pupils","2019","2019","007","7 years","130","Pupils in private primary schools","Number","409"
"EDA42","Primary Pupils","2019","2019","008","8 years","1","All first level school programmes","Number","73932"
"EDA42","Primary Pupils","2019","2019","008","8 years","11","All mainstream national school programmes","Number","72238"
"EDA42","Primary Pupils","2019","2019","008","8 years","110","All first level education institutions aided by the Department of Education and Skills","Number","73454"
"EDA42","Primary Pupils","2019","2019","008","8 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2019","2019","008","8 years","112","Senior infants","Number","15"
"EDA42","Primary Pupils","2019","2019","008","8 years","113","1st class","Number","1132"
"EDA42","Primary Pupils","2019","2019","008","8 years","114","2nd class","Number","48725"
"EDA42","Primary Pupils","2019","2019","008","8 years","115","3rd class","Number","22366"
"EDA42","Primary Pupils","2019","2019","008","8 years","116","4th class","Number",""
"EDA42","Primary Pupils","2019","2019","008","8 years","117","5th class","Number",""
"EDA42","Primary Pupils","2019","2019","008","8 years","118","6th class","Number",""
"EDA42","Primary Pupils","2019","2019","008","8 years","121","Pupils with special needs in mainstream national schools","Number","741"
"EDA42","Primary Pupils","2019","2019","008","8 years","122","Pupils in special national schools","Number","475"
"EDA42","Primary Pupils","2019","2019","008","8 years","130","Pupils in private primary schools","Number","478"
"EDA42","Primary Pupils","2019","2019","009","9 years","1","All first level school programmes","Number","73922"
"EDA42","Primary Pupils","2019","2019","009","9 years","11","All mainstream national school programmes","Number","72107"
"EDA42","Primary Pupils","2019","2019","009","9 years","110","All first level education institutions aided by the Department of Education and Skills","Number","73421"
"EDA42","Primary Pupils","2019","2019","009","9 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2019","2019","009","9 years","112","Senior infants","Number",""
"EDA42","Primary Pupils","2019","2019","009","9 years","113","1st class","Number","18"
"EDA42","Primary Pupils","2019","2019","009","9 years","114","2nd class","Number","1057"
"EDA42","Primary Pupils","2019","2019","009","9 years","115","3rd class","Number","47464"
"EDA42","Primary Pupils","2019","2019","009","9 years","116","4th class","Number","23568"
"EDA42","Primary Pupils","2019","2019","009","9 years","117","5th class","Number",""
"EDA42","Primary Pupils","2019","2019","009","9 years","118","6th class","Number",""
"EDA42","Primary Pupils","2019","2019","009","9 years","121","Pupils with special needs in mainstream national schools","Number","750"
"EDA42","Primary Pupils","2019","2019","009","9 years","122","Pupils in special national schools","Number","564"
"EDA42","Primary Pupils","2019","2019","009","9 years","130","Pupils in private primary schools","Number","501"
"EDA42","Primary Pupils","2019","2019","010","10 years","1","All first level school programmes","Number","73991"
"EDA42","Primary Pupils","2019","2019","010","10 years","11","All mainstream national school programmes","Number","72241"
"EDA42","Primary Pupils","2019","2019","010","10 years","110","All first level education institutions aided by the Department of Education and Skills","Number","73468"
"EDA42","Primary Pupils","2019","2019","010","10 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2019","2019","010","10 years","112","Senior infants","Number",""
"EDA42","Primary Pupils","2019","2019","010","10 years","113","1st class","Number",""
"EDA42","Primary Pupils","2019","2019","010","10 years","114","2nd class","Number","19"
"EDA42","Primary Pupils","2019","2019","010","10 years","115","3rd class","Number","1000"
"EDA42","Primary Pupils","2019","2019","010","10 years","116","4th class","Number","46776"
"EDA42","Primary Pupils","2019","2019","010","10 years","117","5th class","Number","24446"
"EDA42","Primary Pupils","2019","2019","010","10 years","118","6th class","Number",""
"EDA42","Primary Pupils","2019","2019","010","10 years","121","Pupils with special needs in mainstream national schools","Number","619"
"EDA42","Primary Pupils","2019","2019","010","10 years","122","Pupils in special national schools","Number","608"
"EDA42","Primary Pupils","2019","2019","010","10 years","130","Pupils in private primary schools","Number","523"
"EDA42","Primary Pupils","2019","2019","011","11 years","1","All first level school programmes","Number","71431"
"EDA42","Primary Pupils","2019","2019","011","11 years","11","All mainstream national school programmes","Number","69718"
"EDA42","Primary Pupils","2019","2019","011","11 years","110","All first level education institutions aided by the Department of Education and Skills","Number","70864"
"EDA42","Primary Pupils","2019","2019","011","11 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2019","2019","011","11 years","112","Senior infants","Number",""
"EDA42","Primary Pupils","2019","2019","011","11 years","113","1st class","Number",""
"EDA42","Primary Pupils","2019","2019","011","11 years","114","2nd class","Number",""
"EDA42","Primary Pupils","2019","2019","011","11 years","115","3rd class","Number","19"
"EDA42","Primary Pupils","2019","2019","011","11 years","116","4th class","Number","1006"
"EDA42","Primary Pupils","2019","2019","011","11 years","117","5th class","Number","44868"
"EDA42","Primary Pupils","2019","2019","011","11 years","118","6th class","Number","23825"
"EDA42","Primary Pupils","2019","2019","011","11 years","121","Pupils with special needs in mainstream national schools","Number","524"
"EDA42","Primary Pupils","2019","2019","011","11 years","122","Pupils in special national schools","Number","622"
"EDA42","Primary Pupils","2019","2019","011","11 years","130","Pupils in private primary schools","Number","567"
"EDA42","Primary Pupils","2019","2019","012","12 years","1","All first level school programmes","Number","44594"
"EDA42","Primary Pupils","2019","2019","012","12 years","11","All mainstream national school programmes","Number","43167"
"EDA42","Primary Pupils","2019","2019","012","12 years","110","All first level education institutions aided by the Department of Education and Skills","Number","44169"
"EDA42","Primary Pupils","2019","2019","012","12 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2019","2019","012","12 years","112","Senior infants","Number",""
"EDA42","Primary Pupils","2019","2019","012","12 years","113","1st class","Number",""
"EDA42","Primary Pupils","2019","2019","012","12 years","114","2nd class","Number",""
"EDA42","Primary Pupils","2019","2019","012","12 years","115","3rd class","Number",""
"EDA42","Primary Pupils","2019","2019","012","12 years","116","4th class","Number","22"
"EDA42","Primary Pupils","2019","2019","012","12 years","117","5th class","Number","962"
"EDA42","Primary Pupils","2019","2019","012","12 years","118","6th class","Number","42183"
"EDA42","Primary Pupils","2019","2019","012","12 years","121","Pupils with special needs in mainstream national schools","Number","380"
"EDA42","Primary Pupils","2019","2019","012","12 years","122","Pupils in special national schools","Number","622"
"EDA42","Primary Pupils","2019","2019","012","12 years","130","Pupils in private primary schools","Number","425"
"EDA42","Primary Pupils","2019","2019","013","13 years","1","All first level school programmes","Number","1884"
"EDA42","Primary Pupils","2019","2019","013","13 years","11","All mainstream national school programmes","Number","1097"
"EDA42","Primary Pupils","2019","2019","013","13 years","110","All first level education institutions aided by the Department of Education and Skills","Number","1853"
"EDA42","Primary Pupils","2019","2019","013","13 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2019","2019","013","13 years","112","Senior infants","Number",""
"EDA42","Primary Pupils","2019","2019","013","13 years","113","1st class","Number",""
"EDA42","Primary Pupils","2019","2019","013","13 years","114","2nd class","Number",""
"EDA42","Primary Pupils","2019","2019","013","13 years","115","3rd class","Number",""
"EDA42","Primary Pupils","2019","2019","013","13 years","116","4th class","Number",""
"EDA42","Primary Pupils","2019","2019","013","13 years","117","5th class","Number","21"
"EDA42","Primary Pupils","2019","2019","013","13 years","118","6th class","Number","1076"
"EDA42","Primary Pupils","2019","2019","013","13 years","121","Pupils with special needs in mainstream national schools","Number","74"
"EDA42","Primary Pupils","2019","2019","013","13 years","122","Pupils in special national schools","Number","682"
"EDA42","Primary Pupils","2019","2019","013","13 years","130","Pupils in private primary schools","Number","31"
"EDA42","Primary Pupils","2019","2019","237","4 years and under","1","All first level school programmes","Number","15436"
"EDA42","Primary Pupils","2019","2019","237","4 years and under","11","All mainstream national school programmes","Number","13988"
"EDA42","Primary Pupils","2019","2019","237","4 years and under","110","All first level education institutions aided by the Department of Education and Skills","Number","14863"
"EDA42","Primary Pupils","2019","2019","237","4 years and under","111","Junior infants","Number","13988"
"EDA42","Primary Pupils","2019","2019","237","4 years and under","112","Senior infants","Number",""
